scansci Spectrometer Data File
--- Measurement Setting ---
Type: Sample Spectrum
Date: Fri Nov 22 18:00:57 2024
User: (Reserved by scansci)
Serial: (Reserved by scansci)
Channel: No. 11
Integration Time: 500
Average: 30
Boxcar: 50
Electrical Dark: No-corrected
Time Normalize: (Reserved by scansci)
Dual-beam: (Reserved by scansci)
Reference Ch: (Reserved by scansci)
--- Measurement Data ---
Pixel   Wavelength   Intensity
  378      341.418      803.589
  379      341.879      803.586
  380      342.339      803.557
  381      342.799      803.565
  382      343.259      803.685
  383      343.719      803.762
  384      344.179      803.545
  385      344.639      803.235
  386      345.099      803.177
  387      345.559      803.275
  388      346.018      802.941
  389      346.478      802.526
  390      346.937      802.444
  391      347.397      802.346
  392      347.856      802.317
  393      348.315      802.235
  394      348.774      802.153
  395      349.234      802.127
  396      349.693      802.184
  397      350.152      802.485
  398       350.61      802.703
  399      351.069      802.683
  400      351.528      802.722
  401      351.987      802.738
  402      352.445      802.679
  403      352.904      802.632
  404      353.362      802.605
  405       353.82      802.532
  406      354.279       802.38
  407      354.737      802.238
  408      355.195      802.201
  409      355.653      802.211
  410      356.111      802.272
  411      356.569      802.392
  412      357.027      802.473
  413      357.484      802.473
  414      357.942      802.452
  415      358.399      802.264
  416      358.857      801.959
  417      359.314      801.774
  418      359.772      801.706
  419      360.229      801.526
  420      360.686      801.202
  421      361.143      801.103
  422        361.6      801.217
  423      362.057      801.443
  424      362.514      801.663
  425      362.971      801.698
  426      363.427      801.455
  427      363.884      801.084
  428       364.34      800.705
  429      364.797      800.412
  430      365.253      800.224
  431      365.709      800.058
  432      366.166      799.932
  433      366.622      799.431
  434      367.078      798.726
  435      367.534      798.371
  436       367.99      798.112
  437      368.445      797.928
  438      368.901       797.87
  439      369.357      797.836
  440      369.812      797.783
  441      370.268      797.789
  442      370.723      797.866
  443      371.179      798.037
  444      371.634      798.227
  445      372.089       798.35
  446      372.544      798.407
  447      372.999      798.452
  448      373.454      798.442
  449      373.909      798.362
  450      374.364      798.205
  451      374.818      797.934
  452      375.273      797.744
  453      375.727      797.693
  454      376.182      797.694
  455      376.636      797.725
  456       377.09      797.846
  457      377.545       798.01
  458      377.999      797.925
  459      378.453      797.673
  460      378.907      797.523
  461      379.361      797.473
  462      379.814      797.461
  463      380.268      797.456
  464      380.722      797.552
  465      381.175        797.7
  466      381.629      797.798
  467      382.082      797.879
  468      382.535      797.973
  469      382.989      797.984
  470      383.442      797.961
  471      383.895      797.976
  472      384.348      798.004
  473      384.801      798.041
  474      385.253      798.063
  475      385.706      798.069
  476      386.159      798.104
  477      386.611      798.178
  478      387.064      798.413
  479      387.516       798.82
  480      387.968      799.115
  481      388.421      799.306
  482      388.873      799.363
  483      389.325      799.448
  484      389.777      799.667
  485      390.229      799.943
  486      390.681      800.656
  487      391.132      801.484
  488      391.584      801.875
  489      392.035      802.104
  490      392.487        802.1
  491      392.938       802.02
  492       393.39       802.07
  493      393.841      802.176
  494      394.292      802.508
  495      394.743      802.975
  496      395.194      803.281
  497      395.645      803.373
  498      396.096      803.212
  499      396.546      803.053
  500      396.997      803.023
  501      397.448       803.06
  502      397.898      803.173
  503      398.349      803.285
  504      398.799      803.408
  505      399.249      803.689
  506      399.699       804.07
  507      400.149      804.334
  508      400.599       804.54
  509      401.049      804.689
  510      401.499      804.921
  511      401.949      805.143
  512      402.398      805.232
  513      402.848      805.285
  514      403.297       805.25
  515      403.747      805.191
  516      404.196      805.191
  517      404.645        805.2
  518      405.094      805.216
  519      405.543      805.225
  520      405.992      805.296
  521      406.441      805.413
  522       406.89       805.38
  523      407.339      805.418
  524      407.787      805.615
  525      408.236      805.696
  526      408.684      806.047
  527      409.132      806.634
  528      409.581      806.988
  529      410.029      807.155
  530      410.477      807.229
  531      410.925       807.25
  532      411.373      807.297
  533      411.821      807.497
  534      412.269      807.734
  535      412.716      807.772
  536      413.164      807.744
  537      413.611      807.822
  538      414.059      807.933
  539      414.506      808.016
  540      414.953      808.126
  541        415.4      808.225
  542      415.847      808.266
  543      416.294      808.254
  544      416.741      808.161
  545      417.188      808.028
  546      417.635      807.904
  547      418.081      807.813
  548      418.528      807.753
  549      418.974      807.773
  550      419.421      807.848
  551      419.867      807.918
  552      420.313      808.068
  553      420.759      808.255
  554      421.205      808.461
  555      421.651      808.702
  556      422.097      808.875
  557      422.543      808.891
  558      422.989      808.865
  559      423.434       808.81
  560       423.88      808.645
  561      424.325      808.518
  562       424.77      808.449
  563      425.216      808.446
  564      425.661      808.477
  565      426.106      808.477
  566      426.551      808.511
  567      426.996      808.659
  568       427.44      808.891
  569      427.885       809.07
  570       428.33       809.31
  571      428.774      809.584
  572      429.219      809.774
  573      429.663       809.92
  574      430.107      810.052
  575      430.551      810.198
  576      430.996      810.323
  577       431.44      810.365
  578      431.883      810.374
  579      432.327      810.268
  580      432.771      809.989
  581      433.215      809.709
  582      433.658      809.456
  583      434.102      809.293
  584      434.545       809.03
  585      434.988      808.733
  586      435.431      808.417
  587      435.875      807.563
  588      436.318      806.532
  589      436.761      805.889
  590      437.203      805.526
  591      437.646      805.331
  592      438.089      805.135
  593      438.531      804.926
  594      438.974      804.728
  595      439.416      804.504
  596      439.859      804.318
  597      440.301      804.247
  598      440.743      804.215
  599      441.185      804.245
  600      441.627      804.267
  601      442.069      804.269
  602       442.51      804.265
  603      442.952      804.224
  604      443.394      804.227
  605      443.835      804.208
  606      444.277      804.083
  607      444.718      803.899
  608      445.159      803.791
  609        445.6       803.86
  610      446.041      804.033
  611      446.482      804.072
  612      446.923      804.105
  613      447.364      804.228
  614      447.804      804.299
  615      448.245      804.492
  616      448.685      804.815
  617      449.126      805.134
  618      449.566      805.519
  619      450.006      805.854
  620      450.447      806.079
  621      450.887      806.179
  622      451.326      806.357
  623      451.766      806.622
  624      452.206      806.574
  625      452.646      806.381
  626      453.085      806.361
  627      453.525      806.058
  628      453.964      805.533
  629      454.403      805.375
  630      454.843      805.555
  631      455.282      805.779
  632      455.721      806.016
  633       456.16      806.223
  634      456.599        806.2
  635      457.037      806.079
  636      457.476      806.316
  637      457.915       806.76
  638      458.353      807.043
  639      458.791      807.232
  640       459.23      807.342
  641      459.668      807.357
  642      460.106      807.343
  643      460.544      807.322
  644      460.982      807.275
  645       461.42      807.236
  646      461.857      807.262
  647      462.295      807.357
  648      462.733      807.482
  649       463.17      807.564
  650      463.607      807.587
  651      464.045      807.606
  652      464.482      807.623
  653      464.919      807.751
  654      465.356      807.989
  655      465.793      808.153
  656       466.23      808.229
  657      466.666      808.456
  658      467.103      808.873
  659      467.539      809.208
  660      467.976      809.438
  661      468.412      809.626
  662      468.848      809.761
  663      469.284      809.836
  664       469.72      809.884
  665      470.156      809.917
  666      470.592      809.955
  667      471.028      809.956
  668      471.464      809.871
  669      471.899      809.675
  670      472.335      809.657
  671       472.77      809.671
  672      473.205      809.547
  673      473.641      809.582
  674      474.076      809.733
  675      474.511      809.861
  676      474.946      809.924
  677       475.38      810.032
  678      475.815      810.332
  679       476.25      810.639
  680      476.684      810.818
  681      477.119      811.038
  682      477.553      811.365
  683      477.987      811.723
  684      478.421      812.101
  685      478.856      812.431
  686      479.289      812.651
  687      479.723      812.833
  688      480.157      813.101
  689      480.591      813.367
  690      481.024      813.626
  691      481.458       813.96
  692      481.891      814.295
  693      482.324      814.552
  694      482.758      814.831
  695      483.191      815.121
  696      483.624      815.231
  697      484.057      815.178
  698      484.489      815.151
  699      484.922      815.262
  700      485.355      815.396
  701      485.787       815.58
  702       486.22      815.864
  703      486.652      816.092
  704      487.084      816.307
  705      487.516      816.535
  706      487.948      816.838
  707       488.38      817.093
  708      488.812      817.276
  709      489.244      817.539
  710      489.676      817.708
  711      490.107      817.793
  712      490.539      817.921
  713       490.97      818.004
  714      491.401      818.184
  715      491.832      818.498
  716      492.263      818.596
  717      492.694      818.734
  718      493.125      818.994
  719      493.556      819.069
  720      493.987      819.307
  721      494.417      819.761
  722      494.848      820.457
  723      495.278      821.134
  724      495.708      821.519
  725      496.139      821.872
  726      496.569      822.228
  727      496.999      822.612
  728      497.429      823.036
  729      497.858      823.496
  730      498.288      823.907
  731      498.718       824.32
  732      499.147      824.816
  733      499.577      825.324
  734      500.006      825.817
  735      500.435      826.305
  736      500.864      826.824
  737      501.293      827.089
  738      501.722      827.311
  739      502.151      827.797
  740       502.58      828.334
  741      503.008      828.959
  742      503.437      829.626
  743      503.865       830.49
  744      504.293      831.589
  745      504.722      832.614
  746       505.15      833.619
  747      505.578      834.802
  748      506.006      836.396
