scansci Spectrometer Data File
--- Measurement Setting ---
Type: Sample Spectrum
Date: Fri Nov 22 17:53:57 2024
User: (Reserved by scansci)
Serial: (Reserved by scansci)
Channel: No. 11
Integration Time: 36
Average: 30
Boxcar: 50
Electrical Dark: No-corrected
Time Normalize: (Reserved by scansci)
Dual-beam: (Reserved by scansci)
Reference Ch: (Reserved by scansci)
--- Measurement Data ---
Pixel   Wavelength   Intensity
  556      422.097       1291.5
  557      422.543      1263.11
  558      422.989      1236.74
  559      423.434      1212.52
  560       423.88      1190.31
  561      424.325      1169.71
  562       424.77      1150.55
  563      425.216       1132.8
  564      425.661      1116.32
  565      426.106      1100.92
  566      426.551      1086.49
  567      426.996      1072.94
  568       427.44      1060.36
  569      427.885       1048.6
  570       428.33      1037.48
  571      428.774      1026.92
  572      429.219      1016.93
  573      429.663      1007.52
  574      430.107      998.689
  575      430.551      990.366
  576      430.996      982.523
  577       431.44      975.249
  578      431.883      968.481
  579      432.327      962.105
  580      432.771      956.064
  581      433.215      950.334
  582      433.658      944.936
  583      434.102      939.915
  584      434.545      935.214
  585      434.988      930.845
  586      435.431      926.773
  587      435.875      922.918
  588      436.318      919.271
  589      436.761      915.868
  590      437.203      912.715
  591      437.646      909.792
  592      438.089      907.052
  593      438.531       904.48
  594      438.974      902.084
  595      439.416      899.846
  596      439.859      897.722
  597      440.301      895.704
  598      440.743      893.783
  599      441.185      891.967
  600      441.627      890.221
  601      442.069      888.544
  602       442.51      886.971
  603      442.952      885.491
  604      443.394      884.048
  605      443.835      882.623
  606      444.277      881.237
  607      444.718      879.894
  608      445.159       878.61
  609        445.6      877.421
  610      446.041      876.293
  611      446.482      875.196
  612      446.923      874.161
  613      447.364      873.193
  614      447.804      872.256
  615      448.245      871.371
  616      448.685       870.55
  617      449.126      869.752
  618      449.566      868.985
  619      450.006      868.243
  620      450.447      867.513
  621      450.887      866.786
  622      451.326      866.103
  623      451.766      865.473
  624      452.206      864.835
  625      452.646      864.205
  626      453.085      863.619
  627      453.525      863.051
  628      453.964      862.486
  629      454.403      861.945
  630      454.843      861.444
  631      455.282      861.005
  632      455.721       860.59
  633       456.16      860.179
  634      456.599      859.781
  635      457.037      859.407
  636      457.476      859.083
  637      457.915      858.826
  638      458.353      858.589
  639      458.791       858.36
  640       459.23      858.149
  641      459.668      857.941
  642      460.106      857.734
  643      460.544      857.541
  644      460.982      857.357
  645       461.42      857.171
  646      461.857      856.988
  647      462.295      856.832
  648      462.733      856.709
  649       463.17      856.591
  650      463.607      856.478
  651      464.045      856.388
  652      464.482        856.3
  653      464.919      856.231
  654      465.356      856.189
  655      465.793      856.179
  656       466.23        856.2
  657      466.666      856.239
  658      467.103        856.3
  659      467.539      856.385
  660      467.976      856.471
  661      468.412      856.542
  662      468.848      856.618
  663      469.284      856.708
  664       469.72      856.801
  665      470.156      856.904
  666      470.592      856.999
  667      471.028      857.108
  668      471.464      857.249
  669      471.899      857.397
  670      472.335       857.57
  671       472.77      857.769
  672      473.205       857.98
  673      473.641      858.224
  674      474.076      858.465
  675      474.511      858.698
  676      474.946      858.959
  677       475.38      859.225
  678      475.815      859.484
  679       476.25      859.746
  680      476.684      860.025
  681      477.119      860.332
  682      477.553      860.642
  683      477.987      860.975
  684      478.421      861.321
  685      478.856      861.685
  686      479.289      862.059
  687      479.723       862.44
  688      480.157      862.833
  689      480.591      863.232
  690      481.024      863.634
  691      481.458      864.027
  692      481.891      864.411
  693      482.324        864.8
  694      482.758      865.204
  695      483.191      865.631
  696      483.624      866.043
  697      484.057      866.443
  698      484.489      866.856
  699      484.922      867.282
  700      485.355      867.705
  701      485.787      868.135
  702       486.22      868.591
  703      486.652      869.069
  704      487.084      869.547
  705      487.516      870.029
  706      487.948      870.517
  707       488.38      871.021
  708      488.812      871.549
  709      489.244      872.101
  710      489.676      872.629
  711      490.107      873.137
  712      490.539      873.652
  713       490.97      874.189
  714      491.401      874.757
  715      491.832      875.357
  716      492.263      875.929
  717      492.694      876.495
  718      493.125      877.077
  719      493.556      877.657
  720      493.987      878.248
  721      494.417      878.869
  722      494.848      879.537
  723      495.278      880.214
  724      495.708       880.85
  725      496.139      881.491
  726      496.569      882.143
  727      496.999      882.785
  728      497.429      883.426
  729      497.858      884.081
  730      498.288      884.738
  731      498.718      885.388
  732      499.147      886.021
  733      499.577       886.67
  734      500.006      887.347
  735      500.435       888.03
  736      500.864      888.715
  737      501.293       889.39
  738      501.722      890.054
  739      502.151      890.727
  740       502.58        891.4
  741      503.008      892.067
  742      503.437      892.754
  743      503.865      893.465
  744      504.293      894.161
  745      504.722      894.844
  746       505.15      895.543
  747      505.578      896.261
  748      506.006      896.982
  749      506.434      897.701
  750      506.861      898.441
  751      507.289      899.183
  752      507.716      899.901
  753      508.144      900.599
  754      508.571       901.27
  755      508.998      901.946
  756      509.425      902.631
  757      509.852      903.329
  758      510.279      904.028
  759      510.706      904.703
  760      511.133      905.385
  761       511.56      906.082
  762      511.986      906.792
  763      512.412      907.481
  764      512.839      908.167
  765      513.265      908.857
  766      513.691      909.542
  767      514.117      910.232
  768      514.543      910.929
  769      514.969      911.645
  770      515.395      912.329
  771       515.82      912.988
  772      516.246       913.64
  773      516.671      914.266
  774      517.096      914.868
  775      517.522      915.491
  776      517.947      916.122
  777      518.372      916.731
  778      518.797      917.334
  779      519.222      917.941
  780      519.646      918.525
  781      520.071      919.082
  782      520.495      919.625
  783       520.92      920.195
  784      521.344       920.76
  785      521.768      921.318
  786      522.192      921.859
  787      522.616      922.383
  788       523.04      922.902
  789      523.464      923.404
  790      523.888      923.901
  791      524.311      924.402
  792      524.735      924.896
  793      525.158      925.379
  794      525.581      925.861
  795      526.005      926.337
  796      526.428      926.805
  797      526.851      927.296
  798      527.274      927.821
  799      527.696      928.338
  800      528.119      928.846
  801      528.542      929.368
  802      528.964      929.894
  803      529.386      930.401
  804      529.809       930.87
  805      530.231       931.33
  806      530.653      931.802
  807      531.075      932.275
  808      531.497      932.726
  809      531.918      933.173
  810       532.34      933.609
  811      532.761      934.076
  812      533.183      934.587
  813      533.604      935.109
  814      534.025      935.633
  815      534.447      936.139
  816      534.868      936.613
  817      535.289      937.086
  818      535.709      937.559
  819       536.13       938.02
  820      536.551      938.476
  821      536.971      938.927
  822      537.392      939.371
  823      537.812      939.809
  824      538.232      940.265
  825      538.652      940.741
  826      539.072      941.192
  827      539.492      941.651
  828      539.912      942.131
  829      540.331      942.594
  830      540.751      943.043
  831       541.17      943.484
  832       541.59      943.922
  833      542.009      944.379
  834      542.428      944.805
  835      542.847      945.189
  836      543.266      945.575
  837      543.685      945.989
  838      544.104      946.398
  839      544.522      946.772
  840      544.941      947.108
  841      545.359      947.412
  842      545.778      947.696
  843      546.196      947.942
  844      546.614      948.164
  845      547.032      948.389
  846       547.45      948.624
  847      547.867      948.836
  848      548.285      949.033
  849      548.703      949.227
  850       549.12      949.402
  851      549.538      949.548
  852      549.955      949.671
  853      550.372      949.817
  854      550.789      949.972
  855      551.206      950.124
  856      551.623      950.264
  857      552.039      950.391
  858      552.456      950.509
  859      552.873      950.622
  860      553.289      950.744
  861      553.705      950.851
  862      554.121      950.927
  863      554.537      951.005
  864      554.953      951.109
  865      555.369      951.205
  866      555.785      951.289
  867      556.201      951.373
  868      556.616      951.448
  869      557.032      951.488
  870      557.447      951.472
  871      557.862      951.469
  872      558.277      951.479
  873      558.692      951.478
  874      559.107      951.504
  875      559.522      951.544
  876      559.937      951.545
  877      560.351      951.525
  878      560.766      951.515
  879       561.18      951.508
  880      561.595      951.521
  881      562.009      951.566
  882      562.423      951.583
  883      562.837      951.561
  884       563.25      951.501
  885      563.664      951.417
  886      564.078      951.312
  887      564.491      951.222
  888      564.905      951.142
  889      565.318      951.027
  890      565.731      950.892
  891      566.144      950.767
  892      566.557      950.643
  893       566.97      950.511
  894      567.383      950.375
  895      567.795      950.236
  896      568.208      950.068
  897       568.62      949.864
  898      569.033      949.643
  899      569.445      949.427
  900      569.857      949.207
  901      570.269      948.964
  902      570.681       948.68
  903      571.093      948.383
  904      571.504      948.131
  905      571.916      947.917
  906      572.327      947.654
  907      572.739       947.34
  908       573.15       947.02
  909      573.561      946.703
  910      573.972      946.377
  911      574.383       946.04
  912      574.794      945.659
  913      575.204      945.239
  914      575.615      944.796
  915      576.025       944.32
  916      576.436      943.811
  917      576.846      943.311
  918      577.256       942.83
  919      577.666      942.338
  920      578.076      941.839
  921      578.486      941.344
  922      578.896       940.82
  923      579.305      940.279
  924      579.715      939.718
  925      580.124      939.106
  926      580.533      938.468
  927      580.942      937.851
  928      581.351      937.228
  929       581.76      936.604
  930      582.169      935.967
  931      582.578      935.309
  932      582.986       934.65
  933      583.395      933.993
  934      583.803      933.317
  935      584.212      932.667
  936       584.62      932.047
  937      585.028      931.394
  938      585.436      930.689
  939      585.843      929.989
  940      586.251      929.293
  941      586.659      928.589
  942      587.066      927.889
  943      587.474      927.208
  944      587.881       926.58
  945      588.288      925.969
  946      588.695      925.347
  947      589.102      924.724
  948      589.509       924.13
  949      589.915      923.533
  950      590.322      922.921
  951      590.728      922.317
  952      591.135      921.715
  953      591.541      921.113
  954      591.947      920.484
  955      592.353      919.853
  956      592.759      919.216
  957      593.165      918.577
  958      593.571      917.921
  959      593.976      917.231
  960      594.382      916.533
  961      594.787      915.829
  962      595.192      915.175
  963      595.597      914.586
  964      596.002      913.955
  965      596.407      913.276
  966      596.812       912.58
  967      597.217      911.889
  968      597.621       911.19
  969      598.026      910.488
  970       598.43      909.799
  971      598.834      909.115
  972      599.238      908.433
  973      599.642       907.75
  974      600.046      907.081
  975       600.45      906.416
  976      600.854      905.726
  977      601.257      905.026
  978      601.661      904.324
  979      602.064      903.622
  980      602.467      902.919
  981       602.87      902.186
  982      603.273       901.44
  983      603.676       900.75
  984      604.079      900.081
  985      604.481      899.426
  986      604.884      898.794
  987      605.286      898.172
  988      605.689      897.537
  989      606.091      896.886
  990      606.493      896.259
  991      606.895      895.672
  992      607.297      895.072
  993      607.698      894.458
  994        608.1      893.858
  995      608.501      893.269
  996      608.903      892.674
  997      609.304      892.105
  998      609.705      891.553
  999      610.106       890.99
 1000      610.507      890.396
 1001      610.908      889.814
 1002      611.308       889.27
 1003      611.709      888.726
 1004      612.109      888.146
 1005       612.51      887.523
 1006       612.91      886.889
 1007       613.31      886.316
 1008       613.71      885.798
 1009       614.11      885.288
 1010       614.51      884.771
 1011      614.909      884.224
 1012      615.309      883.658
 1013      615.708      883.118
 1014      616.108       882.59
 1015      616.507      882.066
 1016      616.906      881.558
 1017      617.305      881.053
 1018      617.704      880.545
 1019      618.102      880.042
 1020      618.501      879.548
 1021      618.899      879.047
 1022      619.298      878.529
 1023      619.696      878.019
 1024      620.094      877.517
 1025      620.492      877.016
 1026       620.89       876.54
 1027      621.288      876.083
 1028      621.686       875.61
 1029      622.083      875.136
 1030       622.48      874.662
 1031      622.878       874.21
 1032      623.275      873.772
 1033      623.672       873.35
 1034      624.069      872.919
 1035      624.466      872.468
 1036      624.863      872.012
 1037      625.259      871.576
 1038      625.656      871.154
 1039      626.052      870.733
 1040      626.448      870.294
 1041      626.844      869.872
 1042      627.241      869.485
 1043      627.636      869.117
 1044      628.032      868.741
 1045      628.428      868.328
 1046      628.823      867.916
 1047      629.219      867.526
 1048      629.614      867.126
 1049      630.009      866.721
 1050      630.404      866.325
 1051      630.799      865.915
 1052      631.194      865.499
 1053      631.589      865.089
 1054      631.984       864.67
 1055      632.378      864.258
 1056      632.772      863.857
 1057      633.167      863.466
 1058      633.561      863.061
 1059      633.955      862.658
 1060      634.349      862.264
 1061      634.743       861.87
 1062      635.136      861.498
 1063       635.53      861.082
 1064      635.923      860.611
 1065      636.316      860.202
 1066       636.71      859.829
 1067      637.103      859.477
 1068      637.496      859.118
 1069      637.888      858.767
 1070      638.281      858.425
 1071      638.674      858.097
 1072      639.066      857.794
 1073      639.459      857.495
 1074      639.851      857.177
 1075      640.243      856.826
 1076      640.635      856.455
 1077      641.027      856.099
 1078      641.419       855.78
 1079       641.81      855.479
 1080      642.202      855.167
 1081      642.593      854.847
 1082      642.984      854.536
 1083      643.375       854.21
 1084      643.766      853.843
 1085      644.157      853.473
 1086      644.548      853.112
 1087      644.939      852.746
 1088      645.329      852.378
 1089       645.72      852.019
 1090       646.11      851.675
 1091        646.5      851.337
 1092       646.89      851.006
 1093       647.28      850.687
 1094       647.67      850.368
 1095       648.06      850.041
 1096      648.449      849.704
 1097      648.839       849.37
 1098      649.228      849.025
 1099      649.617      848.669
 1100      650.007      848.321
 1101      650.396      847.996
 1102      650.784      847.678
 1103      651.173      847.342
 1104      651.562       847.02
 1105       651.95      846.749
 1106      652.339      846.489
 1107      652.727      846.213
 1108      653.115      845.918
 1109      653.503      845.617
 1110      653.891      845.317
 1111      654.279      845.028
 1112      654.666      844.762
 1113      655.054       844.53
 1114      655.441      844.285
 1115      655.828      844.009
 1116      656.216      843.715
 1117      656.603      843.408
 1118      656.989      843.115
 1119      657.376       842.83
 1120      657.763      842.535
 1121      658.149      842.237
 1122      658.536      841.941
 1123      658.922       841.65
 1124      659.308      841.388
 1125      659.694      841.138
 1126       660.08      840.879
 1127      660.466      840.626
 1128      660.852      840.394
 1129      661.237      840.174
 1130      661.623      839.968
 1131      662.008      839.743
 1132      662.393       839.48
 1133      662.778      839.222
 1134      663.163      838.967
 1135      663.548      838.724
 1136      663.933      838.486
 1137      664.317       838.25
 1138      664.702      837.997
 1139      665.086      837.736
 1140       665.47      837.512
 1141      665.854      837.316
 1142      666.238      837.088
 1143      666.622      836.855
 1144      667.006      836.635
 1145      667.389      836.422
 1146      667.773      836.211
 1147      668.156       835.98
 1148      668.539       835.73
 1149      668.923      835.498
 1150      669.305      835.263
 1151      669.688      835.028
 1152      670.071      834.804
 1153      670.454      834.582
 1154      670.836      834.363
 1155      671.218      834.156
 1156      671.601       833.94
 1157      671.983      833.725
 1158      672.365      833.558
 1159      672.747      833.427
 1160      673.128      833.278
 1161       673.51      833.115
 1162      673.891      832.952
 1163      674.273      832.805
 1164      674.654      832.678
 1165      675.035       832.55
 1166      675.416      832.368
 1167      675.797      832.174
 1168      676.177      831.985
 1169      676.558       831.81
 1170      676.938      831.617
 1171      677.319      831.425
 1172      677.699      831.214
 1173      678.079      830.994
 1174      678.459      830.773
 1175      678.839      830.563
 1176      679.219       830.37
 1177      679.598      830.178
 1178      679.978      829.977
 1179      680.357      829.762
 1180      680.736       829.54
 1181      681.115      829.347
 1182      681.494      829.189
 1183      681.873      829.015
 1184      682.252      828.826
 1185       682.63      828.665
 1186      683.009      828.527
 1187      683.387      828.393
 1188      683.765      828.247
 1189      684.143      828.107
 1190      684.521      827.963
 1191      684.899      827.829
 1192      685.277      827.685
 1193      685.654      827.496
 1194      686.032      827.294
 1195      686.409      827.124
 1196      686.786      826.977
 1197      687.163      826.833
