scansci Spectrometer Data File
--- Measurement Setting ---
Type: Sample Spectrum
Date: Fri Nov 29 18:32:13 2024
User: (Reserved by scansci)
Serial: (Reserved by scansci)
Channel: No. 11
Integration Time: 100
Average: 10
Boxcar: 1
Electrical Dark: No-corrected
Time Normalize: (Reserved by scansci)
Dual-beam: (Reserved by scansci)
Reference Ch: (Reserved by scansci)
--- Measurement Data ---
Pixel   Wavelength   Intensity
  817      698.244        783.6
  818       698.64      784.967
  819      699.035        786.2
  820      699.431      787.067
  821      699.826      787.567
  822      700.222      787.767
  823      700.617      786.767
  824      701.012      785.267
  825      701.407      784.867
  826      701.802      785.733
  827      702.197      786.533
  828      702.592        786.4
  829      702.986      786.433
  830      703.381      786.733
  831      703.775      786.033
  832       704.17      787.267
  833      704.564      791.033
  834      704.958      794.033
  835      705.352      793.233
  836      705.746      789.067
  837       706.14      786.233
  838      706.533      785.233
  839      706.927        784.9
  840      707.321        784.5
  841      707.714          784
  842      708.107      784.867
  843      708.501      786.133
  844      708.894      786.567
  845      709.287      785.567
  846       709.68      784.467
  847      710.073      785.133
  848      710.465        786.7
  849      710.858      788.533
  850      711.251      788.533
  851      711.643        786.7
  852      712.035        785.1
  853      712.428          785
  854       712.82      786.833
  855      713.212        788.3
  856      713.604      789.633
  857      713.995      790.567
  858      714.387        790.7
  859      714.779          790
  860       715.17      788.667
  861      715.562          788
  862      715.953      788.633
  863      716.344        790.4
  864      716.735        791.8
  865      717.127      791.933
  866      717.517          791
  867      717.908      789.333
  868      718.299        787.1
  869       718.69        785.4
  870       719.08      785.467
  871      719.471        786.3
  872      719.861      787.067
  873      720.251        786.4
  874      720.641      784.567
  875      721.031        782.7
  876      721.421      782.533
  877      721.811      783.767
  878      722.201      784.433
  879       722.59      784.267
  880       722.98      783.633
  881      723.369        783.5
  882      723.759      783.433
  883      724.148      783.733
  884      724.537      785.133
  885      724.926      787.233
  886      725.315      788.667
  887      725.704          788
  888      726.092      786.633
  889      726.481        786.6
  890       726.87      787.833
  891      727.258        789.2
  892      727.646      789.633
  893      728.034      790.433
  894      728.423      791.733
  895      728.811      791.933
  896      729.198          791
  897      729.586        789.1
  898      729.974        788.6
  899      730.362      790.033
  900      730.749      793.267
  901      731.136      796.367
  902      731.524      796.433
  903      731.911      794.533
  904      732.298        792.2
  905      732.685      790.533
  906      733.072      788.967
  907      733.459      787.633
  908      733.845      786.933
  909      734.232      786.133
  910      734.618      785.733
  911      735.005      786.667
  912      735.391      788.167
  913      735.777        789.8
  914      736.163      791.333
  915      736.549      792.967
  916      736.935        793.8
  917      737.321      793.633
  918      737.706        793.8
  919      738.092        794.2
  920      738.477        794.4
  921      738.863      793.733
  922      739.248        792.2
  923      739.633        791.3
  924      740.018      791.133
  925      740.403      792.033
  926      740.788        793.3
  927      741.173        793.4
  928      741.557      792.567
  929      741.942        791.4
  930      742.326        791.1
  931      742.711      791.567
  932      743.095      791.233
  933      743.479      790.633
  934      743.863      790.367
  935      744.247      791.267
  936      744.631      792.333
  937      745.015      793.933
  938      745.398      795.967
  939      745.782      797.033
  940      746.165        796.8
  941      746.548        795.7
  942      746.932      796.167
  943      747.315      797.267
  944      747.698      797.933
  945      748.081        798.5
  946      748.463      798.467
  947      748.846      798.067
  948      749.229      797.733
  949      749.611      798.267
  950      749.993      799.633
  951      750.376      801.567
  952      750.758        804.2
  953       751.14        806.5
  954      751.522      807.433
  955      751.904      806.633
  956      752.285      805.033
  957      752.667      803.467
  958      753.049      803.067
  959       753.43      804.033
  960      753.811      805.633
  961      754.193      806.733
  962      754.574      807.667
  963      754.955      808.167
  964      755.336      807.967
  965      755.717      807.567
  966      756.097        807.4
  967      756.478      808.267
  968      756.858          809
  969      757.239      809.833
  970      757.619      810.133
  971      757.999        811.2
  972      758.379          813
  973      758.759      816.233
  974      759.139      819.433
  975      759.519      820.767
  976      759.899      820.567
  977      760.278      820.167
  978      760.658      820.133
  979      761.037      822.233
  980      761.417      825.733
  981      761.796        829.5
  982      762.175        831.8
  983      762.554      831.833
  984      762.933      831.633
  985      763.311      832.033
  986       763.69      833.333
  987      764.068      834.867
  988      764.447        836.1
  989      764.825      837.533
  990      765.203      838.667
  991      765.582      837.967
  992       765.96      836.133
  993      766.338        835.6
  994      766.715          838
  995      767.093        841.4
  996      767.471      843.833
  997      767.848      845.067
  998      768.226      847.267
  999      768.603        851.2
 1000       768.98      854.767
 1001      769.357      856.567
 1002      769.734      858.333
 1003      770.111        861.2
 1004      770.488      865.067
 1005      770.864      868.333
 1006      771.241      870.367
 1007      771.617      873.367
 1008      771.994      876.867
 1009       772.37      879.533
 1010      772.746        880.8
 1011      773.122        880.4
 1012      773.498        883.2
 1013      773.874      888.167
 1014       774.25      893.033
 1015      774.625        895.3
 1016      775.001        895.2
 1017      775.376      895.633
 1018      775.751        896.3
 1019      776.127        897.7
 1020      776.502      899.333
 1021      776.877      901.867
 1022      777.252      904.633
 1023      777.626      907.667
 1024      778.001      911.467
 1025      778.375        916.4
 1026       778.75        921.2
 1027      779.124      923.733
 1028      779.499      924.433
 1029      779.873      926.733
 1030      780.247        933.5
 1031      780.621        941.9
 1032      780.994      948.633
 1033      781.368      952.133
 1034      781.742      954.967
 1035      782.115      958.433
 1036      782.489        961.8
 1037      782.862      964.767
 1038      783.235      967.533
 1039      783.608      970.533
 1040      783.981      973.333
 1041      784.354      977.067
 1042      784.727      981.967
 1043        785.1      988.533
 1044      785.472      995.567
 1045      785.845       1002.2
 1046      786.217      1008.53
 1047      786.589       1014.2
 1048      786.961      1019.33
 1049      787.333      1023.67
 1050      787.705      1028.03
 1051      788.077       1033.7
 1052      788.449      1040.47
 1053       788.82      1048.37
 1054      789.192      1057.83
 1055      789.563      1067.43
 1056      789.934      1075.03
 1057      790.306      1080.37
 1058      790.677       1084.9
 1059      791.048       1089.5
 1060      791.419      1094.23
 1061      791.789      1100.67
 1062       792.16      1108.67
 1063       792.53      1117.77
 1064      792.901      1127.43
 1065      793.271      1136.27
 1066      793.641      1143.33
 1067      794.012       1149.2
 1068      794.382      1156.23
 1069      794.751      1163.87
 1070      795.121      1170.47
 1071      795.491      1176.17
 1072      795.861      1182.47
 1073       796.23      1190.83
 1074      796.599      1201.17
 1075      796.969      1212.27
 1076      797.338      1223.53
 1077      797.707      1235.37
 1078      798.076       1248.6
 1079      798.445      1261.53
 1080      798.813      1273.17
 1081      799.182      1283.63
 1082       799.55      1294.07
 1083      799.919      1305.37
 1084      800.287      1316.47
 1085      800.655      1328.73
 1086      801.023       1342.8
 1087      801.391       1358.7
 1088      801.759      1374.53
 1089      802.127      1388.77
 1090      802.495      1403.83
 1091      802.862      1421.53
 1092       803.23      1439.17
 1093      803.597       1454.6
 1094      803.964       1466.5
 1095      804.331      1479.43
 1096      804.698      1496.17
 1097      805.065      1513.07
 1098      805.432       1527.4
 1099      805.799       1540.9
 1100      806.165      1557.47
 1101      806.532      1576.97
 1102      806.898       1597.7
 1103      807.264      1617.87
 1104      807.631      1638.13
 1105      807.997       1659.9
 1106      808.363      1684.03
 1107      808.728      1708.93
 1108      809.094      1730.23
 1109       809.46      1747.23
 1110      809.825         1765
 1111      810.191      1786.13
 1112      810.556      1810.97
 1113      810.921       1840.1
 1114      811.286      1873.73
 1115      811.651       1907.7
 1116      812.016      1936.43
 1117      812.381      1958.97
 1118      812.745      1982.33
